coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,liquidity_level
Acala,ACA,1.1,0.035,0.022,0.018,13275096.0,140584940.0,3/16/2022,Medium
Orchid Protocol,OXT,0.237795,0.021,0.0,0.066,12106980.0,139760673.0,3/16/2022,Medium
Beta Finance,BETA,0.387492,0.019,0.012,-0.072,18604900.0,138948965.0,3/16/2022,Medium
Ark,ARK,0.834377,0.007,0.017,-0.028,2749604.0,137522294.0,3/16/2022,Low
STASIS EURO,EURS,1.1,0.006,0.008,0.014,4643750.0,136959838.0,3/16/2022,Medium
Magic,MAGIC,2.78,0.069,0.283,0.004,7430205.0,136718105.0,3/16/2022,Medium
Keep3rV1,KP3R,360.63,0.007,0.022,0.006,22218089.0,135437476.0,3/16/2022,High
Polkastarter,POLS,1.54,0.03,-0.012,0.31,200132514.0,135061007.0,3/16/2022,High
Hxro,HXRO,0.305377,0.008,0.014,-0.062,133516.0,133894630.0,3/16/2022,Low
flexUSD,FLEXUSD,1.01,0.001,0.0,0.004,179309.0,132954034.0,3/16/2022,Low
Bezoge Earth,BEZOGE,3.05e-09,0.012,-0.005,-0.041,189402.0,132913608.0,3/16/2022,Low
MaidSafeCoin,MAID,0.29492,0.023,0.01,0.045,3041.72,132775927.0,3/16/2022,Low
Prometeus,PROM,7.96,0.017,0.008,0.015,1069360.0,130200675.0,3/16/2022,Low
Iron Bank EURO,IBEUR,1.08,0.0,-0.004,0.009,95258.1,130044220.0,3/16/2022,Low
Metadium,META,0.076908862,0.007,-0.036,0.046,32828560.0,129878030.0,3/16/2022,High
Sperax,SPA,0.166557,0.008,-0.017,-0.021,464074.0,129752776.0,3/16/2022,Low
iExec RLC,RLC,1.81,0.019,0.057,0.075,6449965.0,129524554.0,3/16/2022,Medium
DUSK Network,DUSK,0.325281,0.021,-0.046,-0.038,27805515.0,129420731.0,3/16/2022,High
DEAPCOIN,DEP,0.027606423,0.004,-0.009,-0.133,5292541.0,128916638.0,3/16/2022,Medium
StormX,STMX,0.013991864,0.025,0.022,0.003,2316593.0,128800635.0,3/16/2022,Low
RMRK,RMRK,13.65,0.03,0.044,0.006,4743523.0,128405686.0,3/16/2022,Medium
Qredo,QRDO,2.55,0.035,0.134,0.089,23819831.0,126060547.0,3/16/2022,High
Stratis,STRAX,0.931273,0.015,0.026,-0.014,3193483.0,125656753.0,3/16/2022,Low
STP Network,STPT,0.085865789,0.007,0.006,-0.041,11751380.0,125461512.0,3/16/2022,Medium
Steem,STEEM,0.315524,0.013,0.01,0.009,6019119.0,124507907.0,3/16/2022,Medium
Alpha Finance,ALPHA,0.279294,0.018,0.054,0.021,7405255.0,124373230.0,3/16/2022,Medium
NKN,NKN,0.192439,0.03,0.078,0.064,9196680.0,124009174.0,3/16/2022,Medium
RSK Infrastructure Framework,RIF,0.150149,0.017,0.032,0.007,1193005.0,123524355.0,3/16/2022,Low
Balancer,BAL,11.45,0.028,0.022,0.01,24421512.0,123217404.0,3/16/2022,High
Dawn Protocol,DAWN,1.7,0.016,0.023,0.033,2418035.0,122765002.0,3/16/2022,Low
GXChain,GXC,1.64,0.021,-0.008,-0.019,11166637.0,122187268.0,3/16/2022,Medium
Sun Token,SUN,0.011599572,0.012,0.013,0.02,35127631.0,121791772.0,3/16/2022,High
Dero,DERO,10.86,0.034,0.015,-0.141,810741.0,120268451.0,3/16/2022,Low
Kirobo,KIRO,0.126408,0.019,0.019,-0.074,30233.26,119964465.0,3/16/2022,Low
Alien Worlds,TLM,0.09654588,0.036,0.039,-0.002,44383919.0,119120382.0,3/16/2022,High
Strike,STRK,37.95,0.007,0.014,-0.031,9721665.0,118658676.0,3/16/2022,Medium
Aavegotchi,GHST,1.95,0.007,0.008,0.017,28297857.0,117328055.0,3/16/2022,High
Victoria VR,VR,0.144477,0.051,-0.003,0.032,7068380.0,117291824.0,3/16/2022,Medium
Ankr Reward-Bearing Staked ETH,AETHC,2196.39,0.021,0.002,-0.02,1309490.0,116894099.0,3/16/2022,Low
Decentral Games,DG,0.306293,0.005,0.002,0.003,854759.0,116422219.0,3/16/2022,Low
Meerkat Shares,MSHARE,12965.17,0.013,0.03,0.922,8304162.0,115928010.0,3/16/2022,Medium
FUNToken,FUN,0.010933267,0.012,-0.004,-0.011,853332.0,115804492.0,3/16/2022,Low
THORChain (ERC20),RUNE,7.15,0.07,-0.07,0.762,1838591.0,115794807.0,3/16/2022,Low
TrueFi,TRU,0.180166,0.025,-0.008,0.069,9656824.0,115725924.0,3/16/2022,Medium
agEUR,AGEUR,1.1,0.003,0.003,0.011,3811883.0,115711833.0,3/16/2022,Medium
sETH2,SETH2,2740.47,0.027,0.035,0.068,19698.74,114815124.0,3/16/2022,Low
Maple,MPL,25.38,-0.005,-0.019,0.154,3006803.0,114666914.0,3/16/2022,Low
Spookyswap,BOO,12.83,0.028,-0.028,-0.109,5125254.0,114555634.0,3/16/2022,Medium
AIOZ Network,AIOZ,0.237396,0.047,0.287,0.241,13715452.0,114207956.0,3/16/2022,Medium
Tomb Shares,TSHARE,2920.47,0.043,0.077,-0.351,10610367.0,113643147.0,3/16/2022,Medium
Beefy.Finance,BIFI,1455.73,0.012,0.047,-0.059,1429792.0,112999254.0,3/16/2022,Low
TitanSwap,TITAN,1.13,0.0,-0.002,-0.072,24704.16,112504097.0,3/16/2022,Low
Phantasma,SOUL,1.08,0.028,0.13,-0.024,2762350.0,112079479.0,3/16/2022,Low
Tornado Cash,TORN,47.91,0.023,0.006,-0.071,10096292.0,111960444.0,3/16/2022,Medium
Alchemix,ALCX,95.14,0.028,-0.042,-0.125,8581305.0,111651916.0,3/16/2022,Medium
DODO,DODO,0.391699,0.033,0.064,0.0,53854854.0,111498427.0,3/16/2022,High
Hoo Token,HOO,1.34,-0.002,0.049,-0.014,8376366.0,111488236.0,3/16/2022,Medium
BTC Standard Hashrate Token,BTCST,15.38,0.032,0.022,-0.08,10770376.0,110711281.0,3/16/2022,Medium
KardiaChain,KAI,0.03310605,0.005,0.012,0.092,3633167.0,110596002.0,3/16/2022,Medium
Klever,KLV,0.021137783,0.027,0.034,0.054,4429411.0,109983784.0,3/16/2022,Medium
Orion Protocol,ORN,3.13,0.066,0.069,0.022,10611478.0,108618470.0,3/16/2022,Medium
BENQI Liquid Staked AVAX,SAVAX,73.3,0.035,0.036,0.003,232010.0,108588792.0,3/16/2022,Low
PlatON Network,LAT,0.045411075,0.011,0.01,-0.058,4190176.0,108434635.0,3/16/2022,Medium
Hathor,HTR,0.479597,0.052,0.047,0.025,3389005.0,108345431.0,3/16/2022,Medium
Kava Swap,SWP,1.81,-0.009,-0.013,0.02,1850449.0,107989085.0,3/16/2022,Low
Proton,XPR,0.01097843,0.022,-0.02,-0.067,4912504.0,107238670.0,3/16/2022,Medium
Utrust,UTK,0.233365,0.018,-0.011,-0.007,6103029.0,107165105.0,3/16/2022,Medium
Regen,REGEN,0.862787,0.018,0.036,0.002,113190.0,106505797.0,3/16/2022,Low
My Neighbor Alice,ALICE,6.07,0.032,0.057,-0.002,99300009.0,105126141.0,3/16/2022,High
BakerySwap,BAKE,0.548429,0.027,0.033,-0.005,11013168.0,104901896.0,3/16/2022,Medium
QuarkChain,QKC,0.015632618,0.009,0.006,-0.019,2276212.0,103653419.0,3/16/2022,Low
Hydra,HYDRA,8.93,0.005,-0.089,-0.004,444955.0,103576699.0,3/16/2022,Low
TomoChain,TOMO,1.17,0.02,0.046,0.039,5201034.0,103142455.0,3/16/2022,Medium
Pylon Protocol,MINE,0.053553942,0.011,0.046,0.093,1026416.0,102790559.0,3/16/2022,Low
Ellipsis,EPS,0.164725,0.014,0.036,0.042,8159278.0,102630468.0,3/16/2022,Medium
Venus,XVS,8.52,0.017,0.007,-0.011,7769662.0,102446263.0,3/16/2022,Medium
Railgun,RAIL,1.78,0.013,0.056,-0.041,448935.0,102343090.0,3/16/2022,Low
Seedify.fund,SFUND,4.33,0.016,0.033,-0.161,3442729.0,102337446.0,3/16/2022,Medium
Hermez Network,HEZ,6.09,0.009,0.003,0.014,105821.0,102164945.0,3/16/2022,Low
Alpine F1 Team Fan Token,ALPINE,8.76,0.003,0.049,1.718,153521893.0,99922202.0,3/16/2022,High
ICHI,ICHI,22.69,0.023,0.049,0.133,910181.0,99403281.0,3/16/2022,Low
JasmyCoin,JASMY,0.021231711,0.005,0.253,0.913,480261670.0,99367227.0,3/16/2022,High
CRYPTO20,C20,2.94,0.006,-0.047,-0.011,53097.41,98979226.0,3/16/2022,Low
Decentral Games Governance,XDG,0.32163,0.01,0.013,0.002,121569.0,98858963.0,3/16/2022,Low
Metal,MTL,1.52,0.024,0.029,-0.007,12492929.0,98095635.0,3/16/2022,Medium
Wilder World,WILD,1.17,0.065,-0.002,-0.127,4735954.0,97124495.0,3/16/2022,Medium
Wrapped Centrifuge,WCFG,0.486023,0.004,0.021,-0.008,1702240.0,97035126.0,3/16/2022,Low
Bitcoin Diamond,BCD,0.515751,0.008,0.025,-0.016,823683.0,96592411.0,3/16/2022,Low
cBAT,CBAT,0.013887823,0.006,0.016,-0.0005,8343005.0,96585801.0,3/16/2022,Medium
sUSD,SUSD,0.995877,-0.001,0.001,-0.002,8450530.0,95584478.0,3/16/2022,Medium
sETH,SETH,2732.47,0.025,0.034,0.065,5049393.0,95094991.0,3/16/2022,Medium
Bounce,AUCTION,13.1,0.016,0.018,0.027,1741028.0,94296802.0,3/16/2022,Low
Augur,REP,13.43,0.019,0.02,-0.015,7904878.0,93213520.0,3/16/2022,Medium
Verasity,VRA,0.020985885,0.048,0.056,0.009,58902495.0,92248152.0,3/16/2022,High
Neutrino System Base Token,NSBT,36.47,0.014,0.09,0.349,365249.0,92043237.0,3/16/2022,Low
Platypus Finance,PTP,4.82,0.045,-0.049,-0.153,2928863.0,91532885.0,3/16/2022,Low
Ampleforth,AMPL,1.12,0.019,0.146,0.235,9846521.0,91484573.0,3/16/2022,Medium
Wanchain,WAN,0.473501,0.018,0.01,-0.024,7300330.0,91110234.0,3/16/2022,Medium
IDEX,IDEX,0.142817,0.013,-0.002,-0.018,22972045.0,90978713.0,3/16/2022,High
Dopex Rebate Token,RDPX,101.45,0.056,0.04,0.113,3498225.0,90554011.0,3/16/2022,Medium
Everipedia,IQ,0.00900614,0.007,0.031,0.022,3388475.0,89718345.0,3/16/2022,Medium
ZoidPay,ZPAY,0.309582,0.037,0.049,0.32,200162.0,89683955.0,3/16/2022,Low
Electroneum,ETN,0.005086663,0.017,0.026,-0.017,176858.0,89440714.0,3/16/2022,Low
KeeperDAO,ROOK,108.14,0.005,0.022,-0.001,420336.0,87457228.0,3/16/2022,Low
cUNI,CUNI,0.177688,0.001,0.008,0.0,818771.0,86960205.0,3/16/2022,Low
Dvision Network,DVI,0.348705,0.011,0.045,-0.169,893982.0,85948342.0,3/16/2022,Low
AllianceBlock,ALBT,0.222035,0.025,0.075,0.046,594392.0,85612394.0,3/16/2022,Low
Bonfida,FIDA,1.61,0.02,0.007,-0.114,4391814.0,85251644.0,3/16/2022,Medium
Adventure Gold,AGLD,1.1,-0.002,0.189,0.098,57235927.0,85075417.0,3/16/2022,High
Avalaunch,XAVA,3.78,0.029,0.032,-0.022,709787.0,84389747.0,3/16/2022,Low
HUNT,HUNT,0.769839,0.005,0.044,-0.032,72974143.0,83873286.0,3/16/2022,High
Automata,ATA,0.367835,0.031,0.041,0.035,10518480.0,83514063.0,3/16/2022,Medium
Banana,BANANA,18.71,0.016,-0.141,0.708,550846.0,83416764.0,3/16/2022,Low
chrono.tech,TIME,118.16,0.023,0.036,-0.147,295233.0,83232136.0,3/16/2022,Low
Celo Dollar,CUSD,0.999208,0.003,0.005,0.001,770929.0,82951206.0,3/16/2022,Low
CertiK,CTK,1.18,0.016,0.04,0.04,7896532.0,82919242.0,3/16/2022,Medium
Adshares,ADS,3.46,0.014,0.063,0.329,1223986.0,82839334.0,3/16/2022,Low
DFI.money,YFII,2051.79,0.022,0.086,0.104,16874472.0,81618922.0,3/16/2022,Medium
Gains Farm,GFARM2,2267.65,0.013,0.033,0.036,133497.0,81067367.0,3/16/2022,Low
Gitcoin,GTC,5.67,0.04,0.06,-0.005,13047215.0,80324424.0,3/16/2022,Medium
Biswap,BSW,0.357696,0.019,0.042,0.149,5174312.0,80023062.0,3/16/2022,Medium
Clover Finance,CLV,0.305749,0.02,0.01,-0.016,8210647.0,79586374.0,3/16/2022,Medium
SafePal,SFP,0.733022,0.027,0.023,-0.039,14792090.0,78755589.0,3/16/2022,Medium
Enzyme,MLN,53.93,0.02,0.02,0.046,7197240.0,78254927.0,3/16/2022,Medium
Crabada,CRA,0.908045,0.047,0.106,0.031,2532869.0,78203679.0,3/16/2022,Low
Covalent,CQT,0.308264,0.022,-0.039,-0.147,4464667.0,78070115.0,3/16/2022,Medium
Aergo,AERGO,0.216541,0.011,0.003,-0.14,8958942.0,78030243.0,3/16/2022,Medium
Nerve Finance,NRV,0.017464923,0.001,-0.028,-0.087,37129.53,77747624.0,3/16/2022,Low
Swarm,BZZ,1.2,0.013,0.049,-0.008,1500542.0,77516525.0,3/16/2022,Low
BENQI,QI,0.049616183,0.036,0.011,-0.023,9851172.0,77090931.0,3/16/2022,Medium
Somnium Space CUBEs,CUBE,5.9,0.024,0.055,0.114,223101.0,76435550.0,3/16/2022,Low
Rai Reflex Index,RAI,3.03,0.001,-0.001,0.003,1012855.0,76393616.0,3/16/2022,Low
PEAKDEFI,PEAK,0.056409522,0.004,0.007,-0.175,51980.14,76293156.0,3/16/2022,Low
Propy,PRO,1.31,0.021,-0.039,-0.189,1379488.0,76264908.0,3/16/2022,Low
Aurory,AURY,8.02,0.006,0.002,-0.008,1527291.0,76264310.0,3/16/2022,Low
mStable USD,MUSD,0.999331,0.001,0.003,0.0,207110.0,75247445.0,3/16/2022,Low
bZx Protocol,BZRX,0.177963,0.022,0.427,0.48,16.65,74186632.0,3/16/2022,Low
ShapeShift FOX Token,FOX,0.273188,0.014,0.001,-0.005,593740.0,73980085.0,3/16/2022,Low
SingularityNET,AGIX,0.084142124,0.026,-0.003,-0.036,868150.0,73918145.0,3/16/2022,Low
Handshake,HNS,0.156275,0.019,-0.054,-0.108,197146.0,73747459.0,3/16/2022,Low
Kin,KIN,4.11e-05,-0.022,0.094,-0.008,1152459.0,73595419.0,3/16/2022,Low
RIZON,ATOLO,0.035663494,0.046,0.023,-0.016,331202.0,72989274.0,3/16/2022,Low
Vader Protocol,VADER,0.014381539,-0.039,-0.096,-0.337,1480880.0,72963217.0,3/16/2022,Low
DeFi Pulse Index,DPI,155.37,0.029,0.042,0.054,207236.0,72755648.0,3/16/2022,Low
Sai,SAI,1.0,0.006,0.016,-0.0005,8343005.0,72643253.0,3/16/2022,Medium
Sovryn,SOV,3.43,0.006,-0.007,-0.071,406765.0,72604865.0,3/16/2022,Low
Badger DAO,BADGER,7.32,0.024,0.027,-0.006,4125819.0,72581913.0,3/16/2022,Medium
TempleDAO,TEMPLE,0.666697,0.021,-0.003,-0.025,1492924.0,71996496.0,3/16/2022,Low
Wrapped NXM,WNXM,26.65,0.027,0.024,0.005,3964149.0,70945266.0,3/16/2022,Medium
Hifi Finance,MFT,0.007556118,0.011,-0.054,0.052,58152200.0,70736052.0,3/16/2022,High
Dock,DOCK,0.033479548,0.024,-0.002,0.0,3240870.0,70448413.0,3/16/2022,Medium
Sifchain,EROWAN,0.091107956,0.026,-0.024,-0.023,3841586.0,70322023.0,3/16/2022,Medium
Retreeb,TREEB,0.225841,0.035,0.137,0.07,905540.0,70125336.0,3/16/2022,Low
Presearch,PRE,0.179852,0.022,-0.042,0.0,598873.0,70111160.0,3/16/2022,Low
PlatonCoin,PLTC,0.640304,-0.001,0.019,0.126,280435.0,69590558.0,3/16/2022,Low
Aave [OLD],LEND,1.36,0.026,0.08,0.038,5128.17,69502548.0,3/16/2022,Low
ShareToken,SHR,0.007189378,0.013,-0.046,-0.138,221837.0,69453171.0,3/16/2022,Low
Circuits of Value,COVAL,0.038262751,-0.001,0.035,-0.038,601191.0,69008937.0,3/16/2022,Low
Travala.com,AVA,1.33,0.018,0.021,0.051,3953320.0,68723455.0,3/16/2022,Medium
Redacted Cartel,BTRFLY,114.27,0.009,0.004,-0.204,580990.0,68675140.0,3/16/2022,Low
IRISnet,IRIS,0.055724268,0.022,-0.008,-0.027,6277598.0,68613799.0,3/16/2022,Medium
ChainX,PCX,1.77,0.054,0.172,0.078,445046.0,68530128.0,3/16/2022,Low
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,66.16,0.049,0.06,0.119,2344685.0,68519516.0,3/16/2022,Low
cVault.finance,CORE,6768.4,0.016,0.031,0.004,295513.0,68514733.0,3/16/2022,Low
ThunderCore,TT,0.007869638,0.006,-0.003,0.018,13601229.0,67862398.0,3/16/2022,Medium
OpenDAO,SOS,1.71e-06,0.03,0.053,-0.09,14382323.0,67555662.0,3/16/2022,Medium
Carry,CRE,0.007639549,0.014,-0.023,-0.001,15140717.0,66948840.0,3/16/2022,Medium
ARPA Chain,ARPA,0.068515692,0.028,0.026,-0.008,14838311.0,66892485.0,3/16/2022,Medium
GuildFi,GF,1.54,0.005,0.007,0.041,7298293.0,66370610.0,3/16/2022,Medium
EverRise,RISE,0.000950734,0.013,0.081,0.03,423218.0,66340451.0,3/16/2022,Low
SuperRare,RARE,0.458127,0.018,0.029,0.029,16421385.0,66264262.0,3/16/2022,Medium
Oxygen,OXY,0.325739,0.015,0.001,0.084,464624.0,65770433.0,3/16/2022,Low
